"gene","statistic","estimate","p_value","method"
"INTS10","598708.742231739","0.268801799901395","0.000393583830905484","Spearman's rank correlation rho"
"INTS8","603309.374472479","0.250025639609568","0.0010438289386593","Spearman's rank correlation rho"
"INTS9","542210.379644799","0.28876916968499","0.000161219256219547","Spearman's rank correlation rho"
"KBTBD11","640191.081196607","0.204177960821682","0.00775108816134203","Spearman's rank correlation rho"
"KCTD9","688570.216513008","0.159054699821071","0.0382909626968313","Spearman's rank correlation rho"
"KIF13B","630374.763109007","0.202303638991239","0.00854282576299235","Spearman's rank correlation rho"
"KIFC2","609441.721064799","0.185956614397992","0.0167845622164045","Spearman's rank correlation rho"
"KLF10","649316.10745353","0.192834633467344","0.0120094593368483","Spearman's rank correlation rho"
"LAPTM4B","538355.851031159","0.267672587119068","0.000530010943996044","Spearman's rank correlation rho"
"LEPROTL1","664495.453954595","0.159126226893726","0.0393737868095367","Spearman's rank correlation rho"
"LETM2","619963.357769627","0.186778655915384","0.0159729044187806","Spearman's rank correlation rho"
"LONRF1","635485.169385385","0.166418309861699","0.0321199839369155","Spearman's rank correlation rho"
"LOXL2","505171.766864212","0.201574549376157","0.0116234669872376","Spearman's rank correlation rho"
"LPL","683628.97420947","0.165089399540221","0.0314441824657823","Spearman's rank correlation rho"
"LRP12","613254.261866846","0.195579143749506","0.0115614026197011","Spearman's rank correlation rho"
"LRRC14","633462.574915127","0.212542172299827","0.00553185407497906","Spearman's rank correlation rho"
"LRRC24","608234.485663201","0.257168085608661","0.000710628596045751","Spearman's rank correlation rho"
"LY6E","627136.648875141","0.234083024804268","0.00212378538513546","Spearman's rank correlation rho"
"LY6K","694288.533508938","0.152070964992962","0.0477413907947063","Spearman's rank correlation rho"
"MAF1","629984.654092515","0.230604778802627","0.00248288552971578","Spearman's rank correlation rho"
"MAK16","665672.540101108","0.187019448951695","0.0146049082897135","Spearman's rank correlation rho"
"MATN2","666427.493072815","0.156681362879294","0.0425393814385847","Spearman's rank correlation rho"
"MCPH1","529574.601906485","0.279617752089447","0.000287770711758218","Spearman's rank correlation rho"
"MED30","622589.400307239","0.226058624251356","0.00312360084046516","Spearman's rank correlation rho"
"MMP16","576975.261518068","0.243167210134297","0.00159489926294881","Spearman's rank correlation rho"
"MRPL13","585349.004105424","0.27235219021254","0.000340632669163537","Spearman's rank correlation rho"
"MRPL15","648672.579548651","0.19363460351468","0.0116527921804366","Spearman's rank correlation rho"
"MRPS28","617786.089670754","0.2182337484742","0.00448525996836229","Spearman's rank correlation rho"
"MSC","665453.676326399","0.187286745529889","0.0144617791030312","Spearman's rank correlation rho"
"MTDH","650756.716191509","0.20523602543767","0.0072562443780367","Spearman's rank correlation rho"
"MYC","657187.730092444","0.197381879577623","0.00988030422549622","Spearman's rank correlation rho"
"MYOM2","431835.954837006","0.232257513957053","0.00423664629688589","Spearman's rank correlation rho"
"NCOA2","589472.872415683","0.240581394333944","0.00173753269153492","Spearman's rank correlation rho"
"NDUFB9","587555.563345343","0.256488422126149","0.000790872530173094","Spearman's rank correlation rho"
"NEIL2","621819.616321238","0.227015543332954","0.00299596850226284","Spearman's rank correlation rho"
"NSMAF","634639.811269805","0.18239277305569","0.0183166069443531","Spearman's rank correlation rho"
"NUDCD1","604363.015387446","0.248715857755152","0.00111136538316616","Spearman's rank correlation rho"
"OR4F21","641573.994114582","0.173459457013792","0.0249758882725341","Spearman's rank correlation rho"
"OSGIN2","667789.358432502","0.154958014951709","0.044896685348417","Spearman's rank correlation rho"
"OXR1","489869.956077531","0.240459882414412","0.00241723281951585","Spearman's rank correlation rho"
"PABPC1","603607.794860896","0.262818626094251","0.00053512777540587","Spearman's rank correlation rho"
"PCMTD1","633051.612986664","0.198916267650669","0.00974117603091027","Spearman's rank correlation rho"
"PDE7A","675346.833558288","0.160475817266312","0.0371392580832671","Spearman's rank correlation rho"
"PDGFRL","640598.663656474","0.15971081234271","0.0398410116247368","Spearman's rank correlation rho"
"PEX2","638597.268083237","0.220086262195227","0.00392847967502626","Spearman's rank correlation rho"
"PHF20L1","618691.85220139","0.217087567635579","0.00470513734819104","Spearman's rank correlation rho"
"PNOC","637352.212491449","0.163969263018609","0.0347773450249021","Spearman's rank correlation rho"
"POLR3D","632348.193095285","0.227718207515483","0.00282176811813559","Spearman's rank correlation rho"
"PPP1R16A","472646.578511972","0.280991697821172","0.00034849837095724","Spearman's rank correlation rho"
"PPP2CB","641228.530002528","0.216872723050631","0.00450144881232432","Spearman's rank correlation rho"
"PPP2R2A","654254.988481972","0.172084839009253","0.0257150784569148","Spearman's rank correlation rho"
"PPP3CC","559938.291550539","0.22420861728967","0.00401224885271779","Spearman's rank correlation rho"
"PRKDC","616876.968898729","0.233159752251593","0.00228277115633776","Spearman's rank correlation rho"
"PRSS55","627460.857381363","0.205990988376548","0.00738852751083103","Spearman's rank correlation rho"
"PTDSS1","600925.825644777","0.252988631041747","0.000904708615546722","Spearman's rank correlation rho"
"PUF60","631720.657272768","0.228484611998256","0.00272793351780416","Spearman's rank correlation rho"
"PVT1","525958.196375571","0.243791413078601","0.00183059673544442","Spearman's rank correlation rho"
"PXDNL","539322.232405777","0.27961660512679","0.000275553735378613","Spearman's rank correlation rho"
"R3HCC1","625425.102763517","0.222533560286016","0.00363724796558931","Spearman's rank correlation rho"
"RAB2A","543965.035442351","0.273415121093218","0.000380383232648671","Spearman's rank correlation rho"
"RB1CC1","602143.01005559","0.180902683803423","0.0204425554653434","Spearman's rank correlation rho"
"RBPMS","646205.083627344","0.182271445746701","0.0180440169970064","Spearman's rank correlation rho"
"RECQL4","607685.51082807","0.244585661046107","0.00135140495000506","Spearman's rank correlation rho"
"REEP4","595392.042153945","0.272852459188763","0.000318383386820276","Spearman's rank correlation rho"
"RHOBTB2","653304.803742383","0.158346640957693","0.0409700416390576","Spearman's rank correlation rho"
"RIPK2","636497.656309654","0.222650501267513","0.0035193184561053","Spearman's rank correlation rho"
"RNF139","648632.025595062","0.207830893075809","0.00653706057903445","Spearman's rank correlation rho"
"RNF19A","548465.305367744","0.293411491945871","0.000118949109445298","Spearman's rank correlation rho"
"RPL30","606712.726018061","0.259026598496515","0.000647777876643725","Spearman's rank correlation rho"
"RPL8","590677.468542596","0.265728371857944","0.00047973674967656","Spearman's rank correlation rho"
"SCRIB","659027.707297637","0.195134730127886","0.010771164913138","Spearman's rank correlation rho"
"SDC2","640903.545514744","0.159310891232111","0.0403468793653723","Spearman's rank correlation rho"
"SHARPIN","617383.631008201","0.24599430754795","0.00122264171540869","Spearman's rank correlation rho"
"SLA","633899.472500516","0.168498307874263","0.0300004170204611","Spearman's rank correlation rho"
"SLC10A5","605720.318261125","0.247028593479781","0.00120426476232702","Spearman's rank correlation rho"
"SLC25A32","619362.972636838","0.216238310399272","0.00487423950900331","Spearman's rank correlation rho"
"SLC25A37","464702.791847713","0.221478174299866","0.00593552998806641","Spearman's rank correlation rho"
"SLC39A4","568405.618387289","0.25440822400681","0.000940831177462715","Spearman's rank correlation rho"
"SLCO5A1","647723.472899666","0.165537076149338","0.0325236191990428","Spearman's rank correlation rho"
"SNTB1","584999.704638752","0.218604300164625","0.00478926954693344","Spearman's rank correlation rho"
"SNX16","624912.083344115","0.209216288457596","0.00649481487867498","Spearman's rank correlation rho"
"SORBS3","655439.876634977","0.155596023999793","0.044655292208037","Spearman's rank correlation rho"
"SOX7","523525.253394185","0.27465867874515","0.000388012115595476","Spearman's rank correlation rho"
"STC1","655591.775848071","0.185033345124471","0.0160219361037612","Spearman's rank correlation rho"
"TACC1","564592.680158887","0.231982533485388","0.00279903627995059","Spearman's rank correlation rho"
"TAF2","556140.881224479","0.283523038401065","0.000204907171973753","Spearman's rank correlation rho"
"TCEA1","678495.858003233","0.171358433322667","0.0254627270992056","Spearman's rank correlation rho"
"TDH","614309.080450646","0.194195511998156","0.0121746342109594","Spearman's rank correlation rho"
"TERF1","671948.412860675","0.179354775727218","0.0192705076411325","Spearman's rank correlation rho"
"TGS1","584917.011963971","0.259827329326169","0.000670883204613217","Spearman's rank correlation rho"
"TIGD5","634437.662250157","0.225166355542336","0.00315563442963734","Spearman's rank correlation rho"
"TM2D2","627942.805948348","0.219403801466426","0.00415579656703826","Spearman's rank correlation rho"
"TNFRSF10A","630621.273939496","0.216074195789002","0.00477956635732425","Spearman's rank correlation rho"
"TNFRSF10C","687968.765516427","0.159789247114481","0.0373956038771861","Spearman's rank correlation rho"
"TNFRSF10D","637953.515483429","0.20695948052878","0.00693813609477605","Spearman's rank correlation rho"
"TNKS","569236.24389036","0.239659867108754","0.00193262634196818","Spearman's rank correlation rho"
"TP53INP1","680968.160440433","0.153487941374828","0.0463320021990661","Spearman's rank correlation rho"
"TPD52","621251.508013742","0.199640940132976","0.00969154416313608","Spearman's rank correlation rho"
"TRAPPC9","615925.327734416","0.192075440268096","0.0131696785622762","Spearman's rank correlation rho"
"TRIM35","600780.383740105","0.226013913987724","0.00331504892034789","Spearman's rank correlation rho"
"TRIM55","611172.314574978","0.183645026347103","0.0182185110623533","Spearman's rank correlation rho"
"TRMT12","645196.119405054","0.197956193867717","0.00988250569742001","Spearman's rank correlation rho"
"TRPA1","655002.461224895","0.18576592259846","0.0156009339281746","Spearman's rank correlation rho"
"TRPS1","607661.02246728","0.188335128807095","0.0154125765351548","Spearman's rank correlation rho"
"UBR5","568485.600232466","0.293315100899426","0.000108713350438538","Spearman's rank correlation rho"
"USP17L2","679585.994078829","0.155206113471696","0.0439118168400194","Spearman's rank correlation rho"
"UTP23","603302.124580949","0.25003465195546","0.00104337756083097","Spearman's rank correlation rho"
"VCPIP1","645192.713483782","0.212031297459368","0.00550684387273619","Spearman's rank correlation rho"
"VPS13B","632236.032136378","0.185489564584628","0.0163989255537464","Spearman's rank correlation rho"
"VPS37A","639347.799066324","0.190948872669296","0.0131618861325542","Spearman's rank correlation rho"
"WRN","566383.226165092","0.243470699429524","0.00162590053402686","Spearman's rank correlation rho"
"WWP1","624274.484441353","0.21002312647568","0.0062868902721605","Spearman's rank correlation rho"
"XKR6","538128.201984593","0.211695473478564","0.00720341868208354","Spearman's rank correlation rho"
"XPO7","642199.222737874","0.187340590073605","0.0150301670335125","Spearman's rank correlation rho"
"YTHDF3","651039.824170788","0.204890267926078","0.00735720327654353","Spearman's rank correlation rho"
"ZBTB10","657688.804129881","0.182426527609416","0.0176013415332093","Spearman's rank correlation rho"
"ZC3H3","581143.643450489","0.237699439958432","0.00204428090061676","Spearman's rank correlation rho"
"ZDHHC2","600572.021717816","0.22628234702993","0.00327696646101053","Spearman's rank correlation rho"
"ZFAND1","662326.604504558","0.191105813344376","0.0125466998416202","Spearman's rank correlation rho"
"ZFPM2","610522.341649935","0.1695042487044","0.0300192262264018","Spearman's rank correlation rho"
"ZHX1","666527.233221369","0.185975619077351","0.0151757675373903","Spearman's rank correlation rho"
"ZNF16","629948.623126642","0.188436436344211","0.0147388264288197","Spearman's rank correlation rho"
"ZNF34","672685.64309076","0.178454402341511","0.019895366182908","Spearman's rank correlation rho"
